id,company_name,slug,logo_url,website,founded_year,headquarters_country,headquarters_city,company_type,funding_stage,total_funding_usd,employees_range,primary_category,sub_categories,products,key_technologies,target_customers,business_model,notable_investors,parent_company,subsidiaries,partnerships,competitors,integrations,acquired_by,acquisitions_made,status,description_en,linkedin_url,twitter_url,github_url,crunchbase_url,last_updated
1,OpenAI,open-ai,https://logo.clearbit.com/openai.com,https://openai.com,2015,United States,San Francisco,research_lab,series_d+,11300000000,5000+,foundation_model,llm|chatbot|code_generation|multimodal|image_generation,ChatGPT|GPT-4o|DALL-E 3|Sora|Whisper|Embeddings API,transformer|rlhf|multimodal|reinforcement_learning,enterprise|developer|consumer,saas|api|licensing,Microsoft|Khosla Ventures|Tiger Global|a16z,,Microsoft,microsoft|anthropic|google-deepmind,anthropic|google-deepmind|meta-ai|mistral|cohere,microsoft|langchain|llamaindex|weights-and-biases|hugging-face,,global-illumination|codex,active,Leading AI research company behind ChatGPT and GPT-4. Develops frontier language models and multimodal AI systems for broad commercial use.,https://linkedin.com/company/openai,https://twitter.com/openai,https://github.com/openai,https://crunchbase.com/organization/openai,2026-05-01
2,Anthropic,anthropic,https://logo.clearbit.com/anthropic.com,https://anthropic.com,2021,United States,San Francisco,research_lab,series_d+,7700000000,1001-5000,foundation_model,llm|safety|constitutional_ai|multimodal,Claude 3.5 Sonnet|Claude 3 Opus|Claude API|Claude.ai,transformer|rlhf|constitutional_ai|multimodal,enterprise|developer|consumer,saas|api,Google|Amazon|Spark Capital|Salesforce Ventures,,amazon|google,open-ai|google-deepmind|amazon,open-ai|google-deepmind|meta-ai|mistral|cohere,amazon|google|langchain|llamaindex,,,active,AI safety company building reliable and interpretable AI. Creator of the Claude family of models with a focus on safe and beneficial AI.,https://linkedin.com/company/anthropic,https://twitter.com/anthropic_ai,https://github.com/anthropic-ai,https://crunchbase.com/organization/anthropic,2026-05-01
3,Google DeepMind,google-deepmind,https://logo.clearbit.com/deepmind.com,https://deepmind.google,2010,United Kingdom,London,research_lab,public,0,5000+,foundation_model,llm|multimodal|reinforcement_learning|scientific_ai,Gemini 1.5 Pro|Gemini Ultra|AlphaFold|Gemma|Imagen,transformer|rlhf|multimodal|alphago|diffusion,enterprise|developer|researcher,api|licensing|saas,Alphabet,alphabet,alphabet,open-ai|anthropic|microsoft,open-ai|anthropic|meta-ai|mistral,google-cloud|hugging-face,,deepmind,active,Google's consolidated AI research lab. Develops Gemini models AlphaFold and foundational AI research pushing the frontier of artificial intelligence.,https://linkedin.com/company/deepmind,https://twitter.com/googledeepmind,https://github.com/google-deepmind,https://crunchbase.com/organization/deepmind,2026-05-01
4,Meta AI,meta-ai,https://logo.clearbit.com/meta.com,https://ai.meta.com,2013,United States,Menlo Park,research_lab,public,0,5000+,foundation_model,llm|multimodal|open_source|image_generation,Llama 3|Llama 3.1|ImageBind|SAM|SeamlessM4T,transformer|multimodal|open_source,developer|researcher|enterprise,open_source,Meta,meta-platforms,meta-platforms,open-ai|google-deepmind|mistral,open-ai|google-deepmind|anthropic|mistral|cohere,hugging-face|langchain|llamaindex,,,active,Meta's AI research division. Develops and open-sources Llama models and advances multimodal and foundational AI research across Meta's platforms.,https://linkedin.com/company/meta-ai,https://twitter.com/MetaAI,https://github.com/facebookresearch,https://crunchbase.com/organization/meta-ai,2026-05-01
5,Mistral AI,mistral,https://logo.clearbit.com/mistral.ai,https://mistral.ai,2023,France,Paris,startup,series_b,1070000000,201-500,foundation_model,llm|open_source|code_generation|mixture_of_experts,Mistral Large|Mistral 7B|Mixtral 8x7B|Mistral Nemo|Le Chat,transformer|mixture_of_experts|open_source,developer|enterprise|researcher,api|open_source|saas,a16z|Lightspeed|General Catalyst|BNP Paribas,,,open-ai|anthropic|google-deepmind|cohere,open-ai|google-deepmind|meta-ai|cohere,hugging-face|langchain|azure-ai,,,active,European AI company building open and efficient large language models. Known for Mixtral MoE architecture and commitment to open-weight model releases.,https://linkedin.com/company/mistral-ai,https://twitter.com/MistralAI,https://github.com/mistralai,https://crunchbase.com/organization/mistral-ai,2026-05-01
6,xAI,x-ai,https://logo.clearbit.com/x.ai,https://x.ai,2023,United States,San Francisco,startup,series_b,6000000000,501-1000,foundation_model,llm|chatbot|real_time_information,Grok 2|Grok 3|Aurora,transformer|rlhf|real_time_data,consumer|enterprise|developer,saas|api,Elon Musk|Valor Equity Partners|Vy Capital,,,open-ai|anthropic|google-deepmind,open-ai|anthropic|google-deepmind|meta-ai,x-twitter,,,active,AI company founded by Elon Musk developing Grok LLMs with real-time web access. Integrated into X platform with focus on truth-seeking AI.,https://linkedin.com/company/x-ai,https://twitter.com/xai,https://github.com/xai-org,https://crunchbase.com/organization/x-ai,2026-05-01
7,Cohere,cohere,https://logo.clearbit.com/cohere.com,https://cohere.com,2019,Canada,Toronto,scaleup,series_d+,970000000,501-1000,foundation_model,llm|embeddings|rag|enterprise_ai,Command R+|Command R|Embed|Rerank|Aya,transformer|rag|embeddings,enterprise|developer,api|saas,Tiger Global|Oracle|Salesforce|Nvidia,,oracle,open-ai|anthropic|google-deepmind|mistral,open-ai|anthropic|mistral|ai21,langchain|llamaindex|aws-bedrock|azure-ai,,,active,Enterprise-focused AI company offering Command language models embeddings and reranking for production RAG systems and business applications.,https://linkedin.com/company/cohere-ai,https://twitter.com/cohere,https://github.com/cohere-ai,https://crunchbase.com/organization/cohere,2026-05-01
8,AI21 Labs,ai21,https://logo.clearbit.com/ai21.com,https://ai21.com,2017,Israel,Tel Aviv,scaleup,series_c,336000000,201-500,foundation_model,llm|writing_assistant|rag,Jamba|Jamba 1.5|Wordtune,transformer|mamba|state_space_model,enterprise|developer|consumer,saas|api,Google|Pitango|TPY Capital,,,open-ai|cohere|anthropic,open-ai|cohere|anthropic|mistral,aws-bedrock|azure-ai|google-cloud,,,active,Israeli AI company developing Jamba hybrid SSM-Transformer models and Wordtune writing assistant for enterprise and consumer use cases.,https://linkedin.com/company/ai21-labs,https://twitter.com/AI21Labs,https://github.com/AI21Labs,https://crunchbase.com/organization/ai21-labs,2026-05-01
31,Codeium,codeium,https://logo.clearbit.com/codeium.com,https://codeium.com,2021,United States,Mountain View,startup,series_c,243000000,201-500,applications,code_generation|developer_tools|enterprise_ai,Codeium|Windsurf Editor|Forge,llm|code_generation,developer|enterprise,saas|freemium,General Catalyst|Kleiner Perkins|Greenoaks,,,cursor|github-copilot|replit,cursor|github-copilot|replit|tabnine,open-ai|anthropic|google-deepmind,,,active,AI coding platform with Windsurf editor and enterprise code completion. Offers free tier and competes with Cursor and GitHub Copilot for developer adoption.,https://linkedin.com/company/codeium,https://twitter.com/codeiumdev,https://github.com/Exafunction,https://crunchbase.com/organization/codeium,2026-05-01
32,Replit,replit,https://logo.clearbit.com/replit.com,https://replit.com,2016,United States,San Francisco,scaleup,series_b,222000000,201-500,applications,code_generation|cloud_ide|developer_tools|education,Replit IDE|Ghostwriter|Replit Agent,llm|code_generation|cloud_ide,developer|student|consumer,saas|freemium,a16z|Y Combinator|Coatue|Google Ventures,,,cursor|github-copilot|codeium,cursor|github-copilot|codeium|tabnine,open-ai|anthropic|google-deepmind,,,active,Cloud IDE with AI coding assistant and agent capabilities. Popular for learning building and deploying apps in-browser with integrated Ghostwriter AI.,https://linkedin.com/company/replit,https://twitter.com/Replit,https://github.com/replit,https://crunchbase.com/organization/replit,2026-05-01
33,Runway,runway,https://logo.clearbit.com/runwayml.com,https://runwayml.com,2018,United States,New York,scaleup,series_d+,236000000,201-500,applications,video_generation|image_generation|creative_ai,Gen-3 Alpha|Gen-2|Act-One|Runway API,diffusion|video_generation|multimodal,consumer|creative_professional|enterprise,saas|api,Google|Salesforce|NVIDIA,,,pika|sora|stability-ai,pika|stability-ai|adobe,open-ai|stability-ai|google-deepmind,adobe,,,active,Creative AI platform offering state-of-the-art video generation tools for filmmakers and creators. Known for Gen-3 video model and Hollywood partnerships.,https://linkedin.com/company/runway,https://twitter.com/runwayml,https://github.com/runwayml,https://crunchbase.com/organization/runway,2026-05-01
34,ElevenLabs,eleven-labs,https://logo.clearbit.com/elevenlabs.io,https://elevenlabs.io,2022,United States,New York,scaleup,series_c,281000000,201-500,applications,voice_ai|text_to_speech|voice_cloning|audio,ElevenLabs TTS|Voice Cloning|Dubbing|Sound Effects|AI Voice API,text_to_speech|voice_cloning|audio_generation,developer|consumer|enterprise,api|saas,Andreessen Horowitz|Sequoia|Nat Friedman,,,murf-ai|play-ht|descript,murf-ai|play-ht|descript,open-ai|stability-ai|hugging-face,aws-bedrock|azure-ai|google-cloud,,,active,Leading AI voice platform offering realistic text-to-speech voice cloning and dubbing in 29 languages. Widely used by developers creators and media companies.,https://linkedin.com/company/elevenlabs,https://twitter.com/elevenlabsio,https://github.com/elevenlabs,https://crunchbase.com/organization/elevenlabs,2026-05-01
35,Midjourney,midjourney,https://logo.clearbit.com/midjourney.com,https://midjourney.com,2021,United States,San Francisco,startup,bootstrapped,0,51-200,applications,image_generation|creative_ai,Midjourney V6|Midjourney Alpha Web,diffusion|multimodal,consumer|creative_professional,saas|subscription,,,,stability-ai|adobe-firefly|dall-e,stability-ai|open-ai|adobe,,,,,active,Bootstrapped AI image generation company known for exceptional artistic quality. Operates through Discord and web with subscription model serving millions of creators.,https://linkedin.com/company/midjourney,https://twitter.com/midjourney,https://github.com/midjourney,https://crunchbase.com/organization/midjourney,2026-05-01
36,Perplexity AI,perplexity-ai,https://logo.clearbit.com/perplexity.ai,https://perplexity.ai,2022,United States,San Francisco,scaleup,series_d+,900000000,201-500,applications,search_ai|rag|conversational_search|answer_engine,Perplexity Search|Perplexity Pro|Perplexity API|Perplexity Pages,rag|web_search|llm,consumer|developer|enterprise,saas|api|subscription,IVP|NEA|Nvidia|Jeff Bezos,,,you-com|google|bing,you-com|google|open-ai,open-ai|anthropic|mistral|google-deepmind,google-cloud|aws-bedrock,,,active,AI-powered answer engine replacing traditional search with cited real-time answers. Combines web retrieval with LLM reasoning for research and exploration.,https://linkedin.com/company/perplexity-ai,https://twitter.com/perplexity_ai,https://github.com/perplexity-ai,https://crunchbase.com/organization/perplexity-ai,2026-05-01
37,Jasper AI,jasper-ai,https://logo.clearbit.com/jasper.ai,https://jasper.ai,2021,United States,Austin,scaleup,series_a,131000000,201-500,applications,content_generation|marketing_ai|copywriting,Jasper|Brand Voice|Jasper Art|Jasper API,llm|content_generation,enterprise|marketing_team,saas,Insight Partners|Coatue|BVP,,,copy-ai|writer|anyword,copy-ai|writer|anyword,open-ai|anthropic|stability-ai,aws-bedrock|azure-ai,,,active,AI content platform for marketing teams offering brand voice controls long-form content generation and enterprise collaboration for campaigns and copywriting.,https://linkedin.com/company/jasper-ai,https://twitter.com/jasper_ai,https://github.com/jasper-ai,https://crunchbase.com/organization/jasper-ai,2026-05-01
38,Character AI,character-ai,https://logo.clearbit.com/character.ai,https://character.ai,2021,United States,Menlo Park,scaleup,series_c,150000000,201-500,applications,conversational_ai|character_roleplay|consumer_ai,Character.ai|Character.ai+,transformer|character_simulation,consumer,saas|subscription,a16z|Google,,,inflection-ai|open-ai|replika,inflection-ai|open-ai|replika,google-deepmind,google-cloud,,,active,Consumer AI platform for creating and chatting with AI characters. Extremely popular with gen-z users for entertainment roleplay and social interaction.,https://linkedin.com/company/character-ai,https://twitter.com/character_ai,https://github.com/character-ai,https://crunchbase.com/organization/character-ai,2026-05-01
39,Pika Labs,pika,https://logo.clearbit.com/pika.art,https://pika.art,2023,United States,Palo Alto,startup,series_b,135000000,51-200,applications,video_generation|creative_ai,Pika 1.5|Pika Effects|Pikaffects,diffusion|video_generation,consumer|creative_professional,saas|subscription,Lightspeed|Greycroft,,,runway|sora|stability-ai,runway|stability-ai,open-ai|stability-ai,,,active,AI video generation startup enabling creators to produce and edit videos with simple text and image prompts. Known for viral creative effects.,https://linkedin.com/company/pika-labs,https://twitter.com/pika_labs,https://github.com/pika-labs,https://crunchbase.com/organization/pika-labs,2026-05-01
40,Descript,descript,https://logo.clearbit.com/descript.com,https://descript.com,2017,United States,San Francisco,scaleup,series_c,100000000,51-200,applications,audio_editing|video_editing|transcription|voice_ai,Descript|Overdub|Studio Sound|Underlord,asr|voice_cloning|video_editing,content_creator|podcaster|enterprise,saas|subscription,OpenAI|Andreessen Horowitz|Spark Capital,open-ai,,,eleven-labs|murf-ai|adobe,eleven-labs,open-ai|aws-bedrock,adobe,,,active,AI-powered audio and video editor using transcript-based editing. Features voice cloning AI enhancement and collaborative workflows for podcasters and creators.,https://linkedin.com/company/descript,https://twitter.com/DescriptApp,https://github.com/descriptinc,https://crunchbase.com/organization/descript,2026-05-01
41,Notion AI,notion-ai,https://logo.clearbit.com/notion.so,https://notion.so/product/ai,2022,United States,San Francisco,scaleup,series_c,275000000,501-1000,applications,productivity_ai|writing_assistant|knowledge_management,Notion AI|Q&A|AI Summary|AI Autofill,llm|rag|embeddings,consumer|enterprise|team,saas|subscription,Sequoia|Index Ventures|Coatue,notion,notion,open-ai|anthropic|google-deepmind,microsoft-copilot|google-workspace,open-ai|anthropic,,,active,AI writing and productivity assistant built into Notion workspace. Helps users draft summarize extract and query knowledge within the Notion platform.,https://linkedin.com/company/notion,https://twitter.com/notionhq,https://github.com/makenotion,https://crunchbase.com/organization/notion,2026-05-01
42,Harvey AI,harvey-ai,https://logo.clearbit.com/harvey.ai,https://harvey.ai,2022,United States,San Francisco,startup,series_d+,300000000,201-500,applications,legal_ai|enterprise_ai|document_analysis,Harvey Platform|Harvey for Associates,llm|rag|document_analysis,enterprise|law_firm,saas,OpenAI Startup Fund|Sequoia|Google,open-ai,,,lexis-nexis|thomson-reuters,lexis-nexis|thomsonreuters,open-ai|anthropic,azure-ai,,,active,AI platform purpose-built for legal professionals. Helps law firms with research drafting due diligence and document review using custom legal models.,https://linkedin.com/company/harvey-ai,https://twitter.com/harvey_ai_,https://github.com/harvey-ai,https://crunchbase.com/organization/harvey-ai,2026-05-01
43,Writer,writer,https://logo.clearbit.com/writer.com,https://writer.com,2020,United States,San Francisco,scaleup,series_c,200000000,201-500,applications,enterprise_ai|content_generation|llm,Writer Platform|Palmyra|Knowledge Graph,llm|rag|knowledge_graph,enterprise,saas,ICONIQ Growth|Balderton Capital|Insight Partners,,,jasper-ai|copy-ai,jasper-ai|copy-ai|anyword,open-ai|anthropic,azure-ai|aws-bedrock,,,active,Full-stack enterprise generative AI platform with proprietary Palmyra models. Provides AI apps workflows and governance for Fortune 500 companies.,https://linkedin.com/company/writer-ai,https://twitter.com/Get_Writer,https://github.com/writer,https://crunchbase.com/organization/writer,2026-05-01
44,Adept AI,adept-ai,https://logo.clearbit.com/adept.ai,https://adept.ai,2022,United States,San Francisco,startup,series_b,415000000,51-200,agent_framework,ai_agents|computer_use|action_model,ACT-2|Adept Workforce,multimodal|action_model|computer_use,enterprise,saas,General Catalyst|Spark Capital|NVIDIA,,,open-ai|microsoft|cognition,open-ai|microsoft|cognition-ai,open-ai|anthropic|google-deepmind,aws-bedrock|azure-ai,,,active,Enterprise AI agent company building models that can operate software interfaces. Focuses on automating complex workflows via computer use capabilities.,https://linkedin.com/company/adept-ai,https://twitter.com/AdeptAILabs,https://github.com/adept-ai-labs,https://crunchbase.com/organization/adept-ai,2026-05-01
45,Cognition AI,cognition-ai,https://logo.clearbit.com/cognition.ai,https://cognition.ai,2023,United States,San Francisco,startup,series_b,175000000,11-50,agent_framework,ai_agents|software_engineering|code_generation,Devin,llm|code_generation|agents|computer_use,developer|enterprise,saas,Founders Fund|Peter Thiel|Patrick and John Collison,,,cursor|github-copilot|adept-ai,cursor|github-copilot|adept-ai|swe-bench,open-ai|anthropic,,,active,Creator of Devin the first AI software engineer capable of autonomously completing complex software tasks end-to-end including debugging and PR reviews.,https://linkedin.com/company/cognition-ai,https://twitter.com/cognition_labs,https://github.com/cognition-labs,https://crunchbase.com/organization/cognition-ai,2026-05-01
46,Comet ML,comet-ml,https://logo.clearbit.com/comet.com,https://comet.com,2017,United States,New York,scaleup,series_b,60000000,51-200,developer_tools,mlops|experiment_tracking|model_monitoring|llm_evaluation,Comet Platform|Opik|Comet LLM,mlops|experiment_tracking,developer|researcher|enterprise,saas,Bessemer|S Capital,,,weights-and-biases|mlflow,weights-and-biases|mlflow|neptune-ai,open-ai|anthropic|hugging-face,aws-bedrock|azure-ai,,,active,MLOps and LLM evaluation platform helping teams track experiments monitor models and evaluate LLM outputs with the open-source Opik framework.,https://linkedin.com/company/comet-ml,https://twitter.com/cometml,https://github.com/comet-ml,https://crunchbase.com/organization/comet-ml,2026-05-01
47,Braintrust,braintrust,https://logo.clearbit.com/braintrust.dev,https://braintrust.dev,2023,United States,San Francisco,startup,series_a,36000000,11-50,developer_tools,llm_evaluation|evals|ai_testing,Braintrust Evals|Braintrust Dataset|Braintrust Proxy,llm_evaluation|testing,developer|enterprise,saas|open_source,a16z|Abstract,,,weights-and-biases|comet-ml|langsmith,weights-and-biases|comet-ml,open-ai|anthropic|google-deepmind|mistral,aws-bedrock|azure-ai,,,active,Developer-focused LLM evaluation and logging platform. Enables teams to run evals manage datasets and trace LLM calls across model providers.,https://linkedin.com/company/braintrust-data,https://twitter.com/braintrustdata,https://github.com/braintrustdata,https://crunchbase.com/organization/braintrust-data,2026-05-01
48,Anyscale,anyscale,https://logo.clearbit.com/anyscale.com,https://anyscale.com,2019,United States,San Francisco,scaleup,series_c,260000000,201-500,infrastructure,distributed_computing|llm_serving|mlops,Anyscale Platform|Ray|RayLLM|Aviary,ray|distributed_computing|llm_serving,developer|enterprise|researcher,saas|open_source,a16z|NEA|Foundation Capital,,,together-ai|modal|runpod,together-ai|modal|runpod,open-ai|meta-ai|mistral|hugging-face,aws-bedrock|google-cloud,,,active,Company behind the Ray open-source distributed computing framework. Anyscale Platform enables scalable LLM training fine-tuning and serving.,https://linkedin.com/company/anyscale,https://twitter.com/anyscalecompute,https://github.com/ray-project,https://crunchbase.com/organization/anyscale,2026-05-01
49,Modal,modal,https://logo.clearbit.com/modal.com,https://modal.com,2021,United States,New York,startup,series_b,45000000,11-50,infrastructure,serverless_gpu|inference|training,Modal Platform,serverless|gpu|containers,developer,saas|api,Redpoint|Bain Capital Ventures,,,anyscale|replicate|runpod,anyscale|replicate|runpod,open-ai|stability-ai|hugging-face,,,active,Serverless GPU cloud platform for running ML workloads. Popular with developers for training fine-tuning and inference without managing infrastructure.,https://linkedin.com/company/modal-labs,https://twitter.com/modal_labs,https://github.com/modal-labs,https://crunchbase.com/organization/modal-labs,2026-05-01
50,Pinecone,pinecone,https://logo.clearbit.com/pinecone.io,https://pinecone.io,2019,United States,New York,scaleup,series_c,138000000,201-500,data_platform,vector_database|embeddings|rag,Pinecone Serverless|Pinecone Index,vector_database|ann_search,developer|enterprise,saas|api,Andreessen Horowitz|ICONIQ|Wing VC,,,weaviate|qdrant|chroma,weaviate|qdrant|chroma|milvus,open-ai|cohere|hugging-face|langchain|llamaindex,aws-bedrock|azure-ai|google-cloud,,,active,Leading managed vector database for AI applications. Enables semantic search and RAG applications with fully managed infrastructure and hybrid search.,https://linkedin.com/company/pinecone-io,https://twitter.com/pinecone,https://github.com/pinecone-io,https://crunchbase.com/organization/pinecone,2026-05-01
51,Weaviate,weaviate,https://logo.clearbit.com/weaviate.io,https://weaviate.io,2019,Netherlands,Amsterdam,startup,series_b,67500000,51-200,data_platform,vector_database|open_source|embeddings|rag,Weaviate|Weaviate Cloud,vector_database|ann_search|open_source,developer|enterprise,saas|open_source|api,Salesforce Ventures|NEA|Battery Ventures,,,pinecone|qdrant|chroma,pinecone|qdrant|chroma|milvus,open-ai|cohere|hugging-face|langchain|llamaindex,aws-bedrock|azure-ai|google-cloud,,,active,Open-source vector database built for AI applications supporting hybrid search multimodal data and real-time ingestion at scale.,https://linkedin.com/company/weaviate,https://twitter.com/weaviate_io,https://github.com/weaviate,https://crunchbase.com/organization/weaviate,2026-05-01
52,Chroma,chroma,https://logo.clearbit.com/trychroma.com,https://trychroma.com,2022,United States,San Francisco,startup,seed,18000000,11-50,data_platform,vector_database|open_source|embeddings,Chroma,vector_database|embeddings|open_source,developer,open_source|saas,Astasia Myers|General Catalyst,,,pinecone|weaviate|qdrant,pinecone|weaviate|qdrant,open-ai|cohere|hugging-face|langchain|llamaindex,,,active,Open-source embedding database optimized for developer experience. Popular choice for local development and small-to-medium RAG applications.,https://linkedin.com/company/chroma-core,https://twitter.com/trychroma,https://github.com/chroma-core,https://crunchbase.com/organization/chroma,2026-05-01
53,Qdrant,qdrant,https://logo.clearbit.com/qdrant.tech,https://qdrant.tech,2021,Germany,Berlin,startup,series_a,28500000,51-200,data_platform,vector_database|open_source|embeddings|rust,Qdrant Cloud|Qdrant Engine,vector_database|rust|ann_search|open_source,developer|enterprise,open_source|saas|api,Unusual Ventures|Headline,,,pinecone|weaviate|chroma,pinecone|weaviate|chroma|milvus,open-ai|cohere|hugging-face|langchain|llamaindex,aws-bedrock|azure-ai,,,active,High-performance open-source vector similarity search engine written in Rust. Offers cloud and on-premise deployments with payload filtering capabilities.,https://linkedin.com/company/qdrant,https://twitter.com/qdrant_engine,https://github.com/qdrant,https://crunchbase.com/organization/qdrant,2026-05-01
54,Redwood Research,redwood-research,https://logo.clearbit.com/redwoodresearch.org,https://redwoodresearch.org,2020,United States,Berkeley,research_lab,bootstrapped,0,11-50,safety,ai_safety|alignment|interpretability,RRCP|Causal Scrubbing,mechanistic_interpretability|adversarial_training,researcher,non_profit|grants,,,,anthropic|arc|metr,anthropic|arc|metr|apollo-research,open-ai|anthropic|google-deepmind,,,active,AI safety research lab focused on making AI systems robust to adversarial conditions through mechanistic interpretability and formal safety techniques.,https://linkedin.com/company/redwood-research,https://twitter.com/redwoodresearch,https://github.com/redwoodresearch,https://crunchbase.com/organization/redwood-research,2026-05-01
55,ARC (Alignment Research Center),arc,https://logo.clearbit.com/alignment.org,https://alignment.org,2021,United States,Berkeley,research_lab,bootstrapped,0,11-50,safety,ai_safety|alignment|evaluation,ARC-Evals|EleutherAI Evals,alignment|evaluation,researcher,non_profit|grants,Open Philanthropy,,,redwood-research|metr|anthropic,redwood-research|metr|anthropic,open-ai|anthropic|google-deepmind,,,active,Nonprofit AI safety research organization developing alignment methods and evaluation frameworks for advanced AI systems. Created ARC-Evals benchmark.,https://linkedin.com/company/arc-alignment-research,https://twitter.com/arc_evals,https://github.com/ARC-AGI,https://crunchbase.com/organization/alignment-research-center,2026-05-01
56,METR,metr,https://logo.clearbit.com/metr.org,https://metr.org,2022,United States,Berkeley,research_lab,bootstrapped,0,11-50,safety,ai_safety|evaluation|agentic_ai,TaskBench|METR Evals,agentic_evaluation|safety,researcher|ai_labs,non_profit|grants,Open Philanthropy,,,redwood-research|arc|anthropic,redwood-research|arc|anthropic,open-ai|anthropic|google-deepmind,,,active,Model Evaluation and Threat Research organization. Conducts pre-deployment evaluations of frontier AI models for dangerous capability assessment.,https://linkedin.com/company/metr-ai,https://twitter.com/metr_org,https://github.com/METR,https://crunchbase.com/organization/metr,2026-05-01
57,Apollo Research,apollo-research,https://logo.clearbit.com/apolloresearch.ai,https://apolloresearch.ai,2023,United Kingdom,London,research_lab,bootstrapped,0,11-50,safety,ai_safety|deception|evaluation,Deception Evaluations,mechanistic_interpretability|deception_detection,researcher|ai_labs,non_profit|grants,Open Philanthropy,,,redwood-research|arc|metr,redwood-research|arc|metr,open-ai|anthropic|google-deepmind,,,active,AI safety organization studying deceptive AI behavior and developing evaluations to detect when models are strategically misrepresenting their capabilities.,https://linkedin.com/company/apollo-research,https://twitter.com/apollo_rsch,https://github.com/ApolloResearch,https://crunchbase.com/organization/apollo-research,2026-05-01
58,Eleuther AI,eleuther-ai,https://logo.clearbit.com/eleuther.ai,https://eleuther.ai,2020,United States,distributed,research_lab,open_source,0,11-50,research,open_source|llm|evaluation|research,GPT-NeoX|The Pile|LM Evaluation Harness|Pythia,transformer|open_source,researcher|developer,open_source|grants,,,,hugging-face|meta-ai,hugging-face|meta-ai|stability-ai,open-ai|meta-ai|hugging-face,,,active,Decentralized AI research collective advancing open-source AI research. Created foundational datasets models and the widely used LM Evaluation Harness.,https://linkedin.com/company/eleutherai,https://twitter.com/AiEleuther,https://github.com/EleutherAI,https://crunchbase.com/organization/eleutherai,2026-05-01
59,Mosaic ML,mosaic-ml,https://logo.clearbit.com/mosaicml.com,https://mosaicml.com,2021,United States,San Francisco,startup,series_b,64000000,51-200,infrastructure,llm_training|mlops|fine_tuning,Composer|MCLI|MPT,distributed_training|flash_attention|efficient_training,enterprise|developer,saas|open_source,DCVC|Lux Capital|Databricks,databricks,databricks,databricks,anyscale|together-ai,hugging-face|databricks,databricks,,databricks,acquired,Efficient LLM training platform acquired by Databricks in 2023. Composer framework and MPT models contributed to open-source training efficiency.,https://linkedin.com/company/mosaicml,https://twitter.com/mosaicml,https://github.com/mosaicml,https://crunchbase.com/organization/mosaicml,2026-05-01
60,Databricks,databricks,https://logo.clearbit.com/databricks.com,https://databricks.com,2013,United States,San Francisco,scaleup,series_i,4300000000,5000+,infrastructure,data_platform|mlops|llm|lakehouse,Databricks Platform|DBRX|Delta Lake|MLflow|Unity Catalog,spark|delta_lake|mlflow|llm,enterprise|developer,saas|cloud,a16z|Tiger Global|Franklin Templeton,,mosaic-ml,microsoft|google-cloud|aws-bedrock,snowflake|microsoft,hugging-face|langchain|llamaindex|mosaic-ml,aws-bedrock|azure-ai|google-cloud,mosaic-ml,,active,Data and AI company offering unified lakehouse platform. Acquired MosaicML for LLM training capabilities and open-sourced DBRX foundation model.,https://linkedin.com/company/databricks,https://twitter.com/databricks,https://github.com/databricks,https://crunchbase.com/organization/databricks,2026-05-01
61,Snowflake,snowflake,https://logo.clearbit.com/snowflake.com,https://snowflake.com,2012,United States,Bozeman,enterprise,public,0,5000+,data_platform,data_warehouse|ai_platform|llm_fine_tuning,Cortex AI|Snowpark ML|Arctic|Snowflake Intelligence,cloud|sql|llm,enterprise,saas|cloud,public,,,databricks|google-cloud|microsoft,databricks|google-cloud|microsoft|aws-bedrock,open-ai|mistral|hugging-face|langchain,aws-bedrock|azure-ai|google-cloud,,,active,Cloud data platform expanding into AI with Snowflake Cortex for LLM access Snowpark ML for model training and proprietary Arctic open-source model.,https://linkedin.com/company/snowflake,https://twitter.com/SnowflakeDB,https://github.com/snowflakedb,https://crunchbase.com/organization/snowflake,2026-05-01
62,Salesforce AI,salesforce-ai,https://logo.clearbit.com/salesforce.com,https://salesforce.com/artificial-intelligence,2014,United States,San Francisco,enterprise,public,0,5000+,applications,enterprise_ai|crm_ai|agent_framework,Einstein AI|Agentforce|Einstein Copilot|xGen,llm|rag|agents,enterprise|sales_team|marketing_team,saas,public,salesforce,,,microsoft|google|hubspot,microsoft-copilot|google-workspace|hubspot,open-ai|anthropic|cohere|hugging-face,aws-bedrock|azure-ai|google-cloud,,,active,Salesforce's AI division powering Einstein AI features and Agentforce autonomous agent platform embedded across CRM sales service and marketing clouds.,https://linkedin.com/company/salesforce,https://twitter.com/salesforce,https://github.com/salesforce,https://crunchbase.com/organization/salesforce,2026-05-01
63,Cohere For AI,cohere-for-ai,https://logo.clearbit.com/cohere.com,https://cohere.com/research,2022,Canada,Toronto,research_lab,series_a,0,11-50,research,open_source|multilingual|research,Aya|Aya Expanse|C4AI,multilingual|open_source|llm,researcher|developer,open_source|grants,,cohere,,cohere,hugging-face|eleuther-ai,hugging-face|eleuther-ai|meta-ai,,,active,Cohere's nonprofit research lab advancing multilingual AI through the open-source Aya project covering 100+ languages for underrepresented communities.,https://linkedin.com/company/cohere-for-ai,https://twitter.com/CohereForAI,https://github.com/cohere-ai,https://crunchbase.com/organization/cohere,2026-05-01
